x (mm),Ic(A),Adjusted x(mm),Ic Calibrated (A),4 Reading Running Avg,3 Reading Running Avg,2 Reading Running Avg,30 % drop line,,,,,,,,,,,,
5484.62,13.48,4941.01,20.53,18.16,18.03,21.17,57.75,,,,,,,,,,,,
5486.6,14.33,4942.99,21.82,15.26,17.37,16.78,57.75,,,,,,,,,,,,
5488.59,7.71,4944.98,11.74,14.08,13.07,15.14,57.75,,,,,,,,,,,,
5490.58,12.18,4946.97,18.55,14.18,14.86,13.74,57.75,,,,,,,,,,,,
5492.57,5.87,4948.96,8.94,15.95,12.73,13.02,57.75,,,,,,,,,,,,
5494.56,11.23,4950.95,17.10,16.03,18.28,14.63,57.75,,,,,,,,,,,,
5496.55,7.98,4952.94,12.15,17.69,15.68,18.87,57.75,,,,,,,,,,,,
5498.54,16.81,4954.93,25.60,20.55,19.54,17.44,57.75,,,,,,,,,,,,
5500.52,6.1,4956.91,9.29,18.16,18.87,16.51,57.75,,,,,,,,,,,,
5502.51,15.59,4958.90,23.74,20.86,21.11,23.66,57.75,,,,,,,,,,,,
5504.5,15.49,4960.89,23.59,18.26,19.90,19.80,57.75,,,,,,,,,,,,
5506.49,10.52,4962.88,16.02,16.48,16.48,18.06,57.75,,,,,,,,,,,,
5508.5,13.2,4964.89,20.10,15.44,16.63,16.71,57.75,,,,,,,,,,,,
5510.51,8.75,4966.90,13.32,14.87,13.89,14.89,57.75,,,,,,,,,,,,
5512.52,10.81,4968.91,16.46,14.58,15.38,14.17,57.75,,,,,,,,,,,,
5514.53,7.8,4970.92,11.88,15.54,13.95,14.84,57.75,,,,,,,,,,,,
5516.54,11.69,4972.93,17.80,19.14,16.76,14.98,57.75,,,,,,,,,,,,
5518.55,7.99,4974.94,12.17,17.36,19.59,16.25,57.75,,,,,,,,,,,,
5520.55,13.35,4976.94,20.33,21.63,19.09,23.30,57.75,,,,,,,,,,,,
5522.56,17.26,4978.95,26.28,20.24,22.06,18.48,57.75,,,,,,,,,,,,
5524.57,7.01,4980.96,10.67,20.29,18.23,19.96,57.75,,,,,,,,,,,,
5526.58,19.2,4982.97,29.24,21.85,23.49,22.00,57.75,,,,,,,,,,,,
5528.59,9.7,4984.98,14.77,21.85,19.39,20.62,57.75,,,,,,,,,,,,
5530.6,17.38,4986.99,26.46,22.36,24.21,21.70,57.75,,,,,,,,,,,,
5532.61,11.12,4989.00,16.93,20.31,20.99,23.08,57.75,,,,,,,,,,,,
5534.62,19.2,4991.01,29.24,20.90,21.43,23.02,57.75,,,,,,,,,,,,
5536.63,11.04,4993.02,16.81,18.84,18.12,17.53,57.75,,,,,,,,,,,,
5538.64,11.99,4995.03,18.26,21.79,19.51,18.77,57.75,,,,,,,,,,,,
5540.64,12.67,4997.03,19.29,24.83,22.96,20.14,57.75,,,,,,,,,,,,
5542.65,13.78,4999.04,20.98,23.27,26.67,24.80,57.75,,,,,,,,,,,,
5544.66,18.79,5001.05,28.61,23.29,24.03,29.52,57.75,,,,,,,,,,,,
5546.67,19.98,5003.06,30.42,21.87,21.52,21.74,57.75,,,,,,,,,,,,
5548.68,8.58,5005.07,13.06,18.50,19.02,17.06,57.75,,,,,,,,,,,,
5550.69,13.83,5007.08,21.06,20.96,20.31,22.00,57.75,,,,,,,,,,,,
5552.7,15.06,5009.09,22.93,21.69,20.92,19.94,57.75,,,,,,,,,,,,
5554.71,11.13,5011.10,16.95,18.93,21.28,19.92,57.75,,,,,,,,,,,,
5556.71,15.03,5013.10,22.89,18.52,19.59,23.44,57.75,,,,,,,,,,,,
5558.72,15.76,5015.11,24.00,16.08,17.06,17.94,57.75,,,,,,,,,,,,
5560.73,7.8,5017.12,11.88,15.14,13.44,13.59,57.75,,,,,,,,,,,,
5562.73,10.05,5019.12,15.30,15.11,16.23,14.21,57.75,,,,,,,,,,,,
5564.74,8.62,5021.13,13.13,15.59,15.04,16.70,57.75,,,,,,,,,,,,
5566.74,13.31,5023.13,20.27,14.63,16.41,16.00,57.75,,,,,,,,,,,,
5568.75,7.71,5025.14,11.74,18.07,12.75,14.48,57.75,,,,,,,,,,,,
5570.76,11.31,5027.15,17.22,20.26,20.19,13.25,57.75,,,,,,,,,,,,
5572.76,6.09,5029.15,9.27,22.80,21.27,21.67,57.75,,,,,,,,,,,,
5574.77,22.37,5031.16,34.06,26.40,27.31,27.26,57.75,,,,,,,,,,,,
5576.77,13.44,5033.16,20.47,25.80,23.84,23.93,57.75,,,,,,,,,,,,
5578.78,17.99,5035.17,27.39,24.03,27.58,25.53,57.75,,,,,,,,,,,,
5580.79,15.54,5037.18,23.66,23.41,22.91,27.68,57.75,,,,,,,,,,,,
5582.79,20.81,5039.18,31.69,21.12,23.32,22.53,57.75,,,,,,,,,,,,
5584.8,8.78,5041.19,13.37,16.67,17.60,19.14,57.75,,,,,,,,,,,,
5586.8,16.36,5043.19,24.91,17.69,17.78,19.71,57.75,,,,,,,,,,,,
5588.81,9.53,5045.20,14.51,14.78,15.28,14.21,57.75,,,,,,,,,,,,
5590.82,9.13,5047.21,13.90,13.67,14.87,15.66,57.75,,,,,,,,,,,,
5592.82,11.44,5049.21,17.42,18.34,13.60,15.35,57.75,,,,,,,,,,,,
5594.83,8.72,5051.22,13.28,18.96,18.65,11.69,57.75,,,,,,,,,,,,
5596.83,6.63,5053.22,10.10,20.80,20.86,21.33,57.75,,,,,,,,,,,,
5598.84,21.39,5055.23,32.57,22.94,24.36,26.24,57.75,,,,,,,,,,,,
5600.85,13.07,5057.24,19.90,19.83,19.72,20.26,57.75,,,,,,,,,,,,
5602.85,13.54,5059.24,20.62,18.27,19.81,19.64,57.75,,,,,,,,,,,,
5604.86,12.25,5061.25,18.65,18.71,17.49,19.41,57.75,,,,,,,,,,,,
5606.86,13.24,5063.25,20.16,17.32,18.72,16.91,57.75,,,,,,,,,,,,
5608.85,8.97,5065.24,13.66,18.15,16.37,18.01,57.75,,,,,,,,,,,,
5610.84,14.68,5067.23,22.35,17.47,19.64,17.73,57.75,,,,,,,,,,,,
5612.83,8.61,5069.22,13.11,16.70,15.84,18.29,57.75,,,,,,,,,,,,
5614.82,15.41,5071.21,23.46,17.44,17.89,17.20,57.75,,,,,,,,,,,,
5616.8,7.18,5073.19,10.93,21.07,15.43,15.11,57.75,,,,,,,,,,,,
5618.79,12.66,5075.18,19.28,20.77,24.44,17.68,57.75,,,,,,,,,,,,
5620.78,10.56,5077.17,16.08,22.97,21.27,27.03,57.75,,,,,,,,,,,,
5622.77,24.94,5079.16,37.98,22.70,25.27,23.87,57.75,,,,,,,,,,,,
5624.76,6.41,5081.15,9.76,20.54,17.60,18.92,57.75,,,,,,,,,,,,
5626.74,18.44,5083.13,28.08,21.31,24.13,21.52,57.75,,,,,,,,,,,,
5628.73,9.83,5085.12,14.97,18.69,19.05,22.16,57.75,,,,,,,,,,,,
5630.72,19.27,5087.11,29.34,18.49,19.93,21.09,57.75,,,,,,,,,,,,
5632.71,8.43,5089.10,12.84,20.66,14.87,15.23,57.75,,,,,,,,,,,,
5634.69,11.57,5091.08,17.62,22.09,23.27,15.88,57.75,,,,,,,,,,,,
5636.68,9.29,5093.07,14.15,26.26,23.59,26.09,57.75,,,,,,,,,,,,
5638.67,24.98,5095.06,38.04,26.92,30.30,28.31,57.75,,,,,,,,,,,,
5640.66,12.2,5097.05,18.58,22.91,23.21,26.43,57.75,,,,,,,,,,,,
5642.64,22.51,5099.03,34.28,23.38,24.35,25.53,57.75,,,,,,,,,,,,
5644.63,11.02,5101.02,16.78,21.69,19.74,19.39,57.75,,,,,,,,,,,,
5646.62,14.45,5103.01,22.00,21.53,23.33,21.23,57.75,,,,,,,,,,,,
5648.61,13.43,5105.00,20.45,21.69,21.37,24.00,57.75,,,,,,,,,,,,
5650.59,18.09,5106.98,27.55,20.34,22.10,21.84,57.75,,,,,,,,,,,,
5652.58,10.59,5108.97,16.13,19.47,17.93,19.38,57.75,,,,,,,,,,,,
5654.57,14.87,5110.96,22.64,18.43,20.58,18.84,57.75,,,,,,,,,,,,
5656.57,9.87,5112.96,15.03,18.20,17.03,19.55,57.75,,,,,,,,,,,,
5658.59,15.81,5114.98,24.07,19.63,19.26,18.03,57.75,,,,,,,,,,,,
5660.61,7.87,5117.00,11.98,18.32,18.15,16.85,57.75,,,,,,,,,,,,
5662.64,14.26,5119.03,21.71,19.18,20.43,21.23,57.75,,,,,,,,,,,,
5664.66,13.62,5121.05,20.74,21.56,18.33,19.80,57.75,,,,,,,,,,,,
5666.68,12.38,5123.07,18.85,21.03,21.83,17.13,57.75,,,,,,,,,,,,
5668.71,10.12,5125.10,15.41,19.11,21.75,23.32,57.75,,,,,,,,,,,,
5670.73,20.51,5127.12,31.23,19.58,20.34,24.93,57.75,,,,,,,,,,,,
5672.75,12.23,5129.14,18.62,17.21,15.70,14.89,57.75,,,,,,,,,,,,
5674.78,7.33,5131.17,11.16,16.56,16.73,14.24,57.75,,,,,,,,,,,,
5676.8,11.37,5133.19,17.31,19.47,18.35,19.52,57.75,,,,,,,,,,,,
5678.82,14.27,5135.21,21.73,19.77,20.19,18.87,57.75,,,,,,,,,,,,
5680.85,10.52,5137.24,16.02,19.46,19.12,19.42,57.75,,,,,,,,,,,,
5682.87,14.99,5139.26,22.83,18.16,20.61,20.67,57.75,,,,,,,,,,,,
5684.89,12.16,5141.28,18.52,15.10,16.60,19.50,57.75,,,,,,,,,,,,
5686.92,13.45,5143.31,20.48,12.60,13.96,15.65,57.75,,,,,,,,,,,,
5688.94,7.1,5145.33,10.81,10.56,9.97,10.70,57.75,,,,,,,,,,,,
5690.96,6.95,5147.35,10.58,12.09,10.48,9.55,57.75,,,,,,,,,,,,
5692.99,5.6,5149.38,8.53,11.60,12.59,10.43,57.75,,,,,,,,,,,,
5695.01,8.1,5151.40,12.33,14.95,12.62,14.62,57.75,,,,,,,,,,,,
5697.03,11.1,5153.42,16.90,18.27,15.82,12.76,57.75,,,,,,,,,,,,
5699.06,5.66,5155.45,8.62,17.19,18.72,15.27,57.75,,,,,,,,,,,,
5701.08,14.4,5157.47,21.93,21.71,20.05,23.78,57.75,,,,,,,,,,,,
5703.1,16.83,5159.49,25.63,20.43,21.64,19.11,57.75,,,,,,,,,,,,
5705.13,8.27,5161.52,12.59,20.20,18.70,19.64,57.75,,,,,,,,,,,,
5707.14,17.53,5163.53,26.69,19.18,22.73,21.75,57.75,,,,,,,,,,,,
5709.14,11.04,5165.53,16.81,14.13,16.68,20.75,57.75,,,,,,,,,,,,
5711.14,16.22,5167.53,24.70,13.53,13.23,16.61,57.75,,,,,,,,,,,,
5713.14,5.6,5169.53,8.53,11.81,9.81,7.50,57.75,,,,,,,,,,,,
5715.14,4.25,5171.53,6.47,13.25,12.90,10.45,57.75,,,,,,,,,,,,
5717.14,9.47,5173.53,14.42,15.28,15.51,16.12,57.75,,,,,,,,,,,,
5719.14,11.7,5175.53,17.82,14.41,15.57,16.05,57.75,,,,,,,,,,,,
5721.14,9.38,5177.53,14.28,18.92,13.27,14.45,57.75,,,,,,,,,,,,
5723.14,9.6,5179.53,14.62,17.44,20.46,12.77,57.75,,,,,,,,,,,,
5725.14,7.17,5181.53,10.92,19.68,18.38,23.38,57.75,,,,,,,,,,,,
5727.14,23.54,5183.53,35.84,20.88,22.60,22.12,57.75,,,,,,,,,,,,
5729.14,5.51,5185.53,8.39,16.25,15.90,15.98,57.75,,,,,,,,,,,,
5731.14,15.48,5187.53,23.57,20.75,18.87,19.65,57.75,,,,,,,,,,,,
5733.14,10.33,5189.53,15.73,18.36,19.82,16.52,57.75,,,,,,,,,,,,
5735.14,11.37,5191.53,17.31,17.68,19.24,21.86,57.75,,,,,,,,,,,,
5737.14,17.34,5193.53,26.40,15.49,17.81,20.21,57.75,,,,,,,,,,,,
5739.14,9.2,5195.53,14.01,12.57,11.86,13.51,57.75,,,,,,,,,,,,
5741.14,8.54,5197.53,13.00,16.43,12.10,10.78,57.75,,,,,,,,,,,,
5743.14,5.62,5199.53,8.56,20.27,17.57,11.64,57.75,,,,,,,,,,,,
5745.14,9.67,5201.53,14.72,30.70,24.17,22.07,57.75,,,,,,,,,,,,
5747.14,19.32,5203.53,29.42,44.93,36.02,28.89,57.75,,,,,,,,,,,,
5749.14,18.63,5205.53,28.37,41.11,50.11,39.32,57.75,,,,,,,,,,,,
5751.14,33.02,5207.53,50.28,37.54,45.36,60.98,57.75,,,,,,,,,,,,
5753.14,47.07,5209.53,71.67,28.66,33.30,42.89,57.75,,,,,,,,,,,,
5755.14,9.27,5211.53,14.12,13.71,14.33,14.11,57.75,,,,,,,,,,,,
5757.14,9.26,5213.53,14.10,13.50,13.57,14.44,57.75,,,,,,,,,,,,
5759.14,9.7,5215.53,14.77,12.92,13.30,13.31,57.75,,,,,,,,,,,,
5761.14,7.78,5217.53,11.85,13.68,12.31,12.56,57.75,,,,,,,,,,,,
5763.15,8.72,5219.54,13.28,13.07,14.29,12.54,57.75,,,,,,,,,,,,
5765.15,7.75,5221.54,11.80,16.66,13.00,14.79,57.75,,,,,,,,,,,,
5767.15,11.68,5223.54,17.79,16.59,18.28,13.60,57.75,,,,,,,,,,,,
5769.15,6.18,5225.54,9.41,18.62,16.20,18.52,57.75,,,,,,,,,,,,
5771.15,18.15,5227.54,27.64,20.93,21.69,19.59,57.75,,,,,,,,,,,,
5773.16,7.58,5229.55,11.54,22.70,18.69,18.71,57.75,,,,,,,,,,,,
5775.16,17,5231.55,25.89,24.40,26.42,22.26,57.75,,,,,,,,,,,,
5777.16,12.24,5233.55,18.64,25.24,23.91,26.69,57.75,,,,,,,,,,,,
5779.16,22.82,5235.55,34.75,25.35,27.44,26.54,57.75,,,,,,,,,,,,
5781.16,12.04,5237.55,18.33,19.47,22.22,23.79,57.75,,,,,,,,,,,,
5783.16,19.21,5239.55,29.25,18.98,19.85,24.17,57.75,,,,,,,,,,,,
5785.17,12.53,5241.56,19.08,14.93,15.56,15.14,57.75,,,,,,,,,,,,
5787.17,7.36,5243.56,11.21,13.71,13.55,13.80,57.75,,,,,,,,,,,,
5789.17,10.76,5245.56,16.38,15.47,14.55,14.72,57.75,,,,,,,,,,,,
5791.17,8.57,5247.56,13.05,15.90,15.17,13.63,57.75,,,,,,,,,,,,
5793.17,9.33,5249.56,14.21,17.10,16.85,16.23,57.75,,,,,,,,,,,,
5795.18,11.99,5251.57,18.26,20.95,18.06,18.17,57.75,,,,,,,,,,,,
5797.18,11.87,5253.57,18.07,22.19,21.85,17.97,57.75,,,,,,,,,,,,
5799.18,11.73,5255.57,17.86,20.24,23.56,23.74,57.75,,,,,,,,,,,,
5801.18,19.45,5257.57,29.62,19.53,21.04,26.41,57.75,,,,,,,,,,,,
5803.18,15.24,5259.57,23.21,14.54,16.17,16.75,57.75,,,,,,,,,,,,
5805.18,6.76,5261.57,10.29,12.95,11.65,12.65,57.75,,,,,,,,,,,,
5807.19,9.86,5263.58,15.01,13.53,13.84,12.33,57.75,,,,,,,,,,,,
5809.19,6.34,5265.58,9.65,15.20,13.03,13.26,57.75,,,,,,,,,,,,
5811.2,11.07,5267.59,16.86,17.87,17.05,14.72,57.75,,,,,,,,,,,,
5813.21,8.26,5269.60,12.58,18.91,18.20,17.15,57.75,,,,,,,,,,,,
5815.22,14.26,5271.61,21.71,18.68,21.02,21.01,57.75,,,,,,,,,,,,
5817.23,13.34,5273.62,20.31,20.42,17.66,20.68,57.75,,,,,,,,,,,,
5819.23,13.82,5275.62,21.04,22.80,20.46,16.34,57.75,,,,,,,,,,,,
5821.24,7.64,5277.63,11.63,24.59,23.38,20.17,57.75,,,,,,,,,,,,
5823.25,18.85,5279.64,28.70,24.71,28.91,29.26,57.75,,,,,,,,,,,,
5825.26,19.58,5281.65,29.81,20.73,23.38,29.01,57.75,,,,,,,,,,,,
5827.27,18.52,5283.66,28.20,18.62,17.70,20.17,57.75,,,,,,,,,,,,
5829.27,7.97,5285.66,12.14,14.90,15.42,12.45,57.75,,,,,,,,,,,,
5831.28,8.38,5287.67,12.76,16.06,15.82,17.07,57.75,,,,,,,,,,,,
5833.29,14.04,5289.68,21.38,19.66,17.16,17.34,57.75,,,,,,,,,,,,
5835.3,8.74,5291.69,13.31,19.30,19.08,15.04,57.75,,,,,,,,,,,,
5837.31,11.02,5293.70,16.78,22.68,21.30,21.97,57.75,,,,,,,,,,,,
5839.32,17.84,5295.71,27.17,22.82,24.65,23.56,57.75,,,,,,,,,,,,
5841.32,13.1,5297.71,19.95,19.78,21.37,23.40,57.75,,,,,,,,,,,,
5843.33,17.63,5299.72,26.85,19.11,19.72,22.09,57.75,,,,,,,,,,,,
5845.34,11.38,5301.73,17.33,19.57,16.53,16.16,57.75,,,,,,,,,,,,
5847.35,9.85,5303.74,15.00,20.28,20.32,16.13,57.75,,,,,,,,,,,,
5849.36,11.33,5305.75,17.25,21.22,22.04,22.99,57.75,,,,,,,,,,,,
5851.37,18.86,5307.76,28.72,20.19,22.55,24.43,57.75,,,,,,,,,,,,
5853.37,13.23,5309.76,20.15,15.95,17.34,19.46,57.75,,,,,,,,,,,,
5855.38,12.33,5311.77,18.77,14.66,14.56,15.94,57.75,,,,,,,,,,,,
5857.39,8.61,5313.78,13.11,12.24,13.29,12.45,57.75,,,,,,,,,,,,
5859.38,7.74,5315.77,11.79,13.82,11.95,13.38,57.75,,,,,,,,,,,,
5861.38,9.83,5317.77,14.97,14.29,14.50,12.04,57.75,,,,,,,,,,,,
5863.37,5.98,5319.76,9.11,15.98,14.07,14.27,57.75,,,,,,,,,,,,
5865.36,12.76,5321.75,19.43,18.41,18.27,16.55,57.75,,,,,,,,,,,,
5867.36,8.98,5323.75,13.67,18.47,18.07,17.69,57.75,,,,,,,,,,,,
5869.35,14.26,5325.74,21.71,20.05,20.07,20.27,57.75,,,,,,,,,,,,
5871.35,12.36,5327.74,18.82,20.00,19.49,19.25,57.75,,,,,,,,,,,,
5873.34,12.93,5329.73,19.69,18.47,20.39,19.83,57.75,,,,,,,,,,,,
5875.34,13.11,5331.73,19.96,19.50,18.06,20.74,57.75,,,,,,,,,,,,
5877.33,14.13,5333.72,21.52,19.16,19.35,17.12,57.75,,,,,,,,,,,,
5879.32,8.35,5335.71,12.71,17.22,18.37,18.26,57.75,,,,,,,,,,,,
5881.32,15.64,5337.71,23.82,21.42,18.72,21.20,57.75,,,,,,,,,,,,
5883.31,12.21,5339.70,18.59,19.51,20.62,16.17,57.75,,,,,,,,,,,,
5885.31,9.03,5341.70,13.75,24.95,19.82,21.63,57.75,,,,,,,,,,,,
5887.3,19.38,5343.69,29.51,25.90,28.68,22.85,57.75,,,,,,,,,,,,
5889.3,10.63,5345.69,16.19,23.38,24.69,28.26,57.75,,,,,,,,,,,,
5891.29,26.49,5347.68,40.34,21.44,25.77,28.95,57.75,,,,,,,,,,,,
5893.29,11.53,5349.68,17.56,13.62,15.14,18.49,57.75,,,,,,,,,,,,
5895.28,12.76,5351.67,19.43,12.46,12.31,13.93,57.75,,,,,,,,,,,,
5897.27,5.54,5353.66,8.44,11.82,10.14,8.76,57.75,,,,,,,,,,,,
5899.27,5.96,5355.66,9.08,12.81,12.95,10.99,57.75,,,,,,,,,,,,
5901.26,8.48,5357.65,12.91,14.97,14.05,14.89,57.75,,,,,,,,,,,,
5903.26,11.08,5359.65,16.87,14.64,15.65,14.62,57.75,,,,,,,,,,,,
5905.25,8.12,5361.64,12.36,15.98,13.90,15.04,57.75,,,,,,,,,,,,
5907.25,11.64,5363.64,17.72,17.28,17.18,14.66,57.75,,,,,,,,,,,,
5909.28,7.62,5365.67,11.60,20.78,17.14,16.91,57.75,,,,,,,,,,,,
5911.31,14.59,5367.70,22.22,21.55,23.84,19.90,57.75,,,,,,,,,,,,
5913.34,11.55,5369.73,17.59,22.21,21.33,24.64,57.75,,,,,,,,,,,,
5915.37,20.82,5371.76,31.70,22.04,23.75,23.20,57.75,,,,,,,,,,,,
5917.4,9.65,5373.79,14.69,16.85,18.82,19.78,57.75,,,,,,,,,,,,
5919.43,16.33,5375.82,24.87,16.78,17.57,20.88,57.75,,,,,,,,,,,,
5921.46,11.09,5377.85,16.89,14.87,14.08,13.92,57.75,,,,,,,,,,,,
5923.49,7.19,5379.88,10.95,12.82,14.20,12.68,57.75,,,,,,,,,,,,
5925.52,9.46,5381.91,14.40,14.06,13.44,15.83,57.75,,,,,,,,,,,,
5927.55,11.33,5383.94,17.25,13.70,13.94,12.96,57.75,,,,,,,,,,,,
5929.58,5.69,5385.97,8.66,16.86,12.52,12.29,57.75,,,,,,,,,,,,
5931.61,10.45,5388.00,15.91,17.07,19.59,14.45,57.75,,,,,,,,,,,,
5933.64,8.53,5390.03,12.99,18.78,17.46,21.42,57.75,,,,,,,,,,,,
5935.67,19.61,5392.06,29.86,18.29,20.71,19.69,57.75,,,,,,,,,,,,
5937.7,6.25,5394.09,9.52,14.01,14.43,16.13,57.75,,,,,,,,,,,,
5939.73,14.94,5396.12,22.75,15.79,15.50,16.89,57.75,,,,,,,,,,,,
5941.76,7.24,5398.15,11.02,17.48,13.48,11.88,57.75,,,,,,,,,,,,
5943.79,8.36,5400.18,12.73,18.08,19.63,14.70,57.75,,,,,,,,,,,,
5945.81,10.95,5402.20,16.67,18.78,19.86,23.08,57.75,,,,,,,,,,,,
5947.84,19.36,5404.23,29.48,19.94,19.48,21.45,57.75,,,,,,,,,,,,
5949.87,8.82,5406.26,13.43,16.59,16.76,14.48,57.75,,,,,,,,,,,,
5951.9,10.2,5408.29,15.53,17.68,17.64,18.42,57.75,,,,,,,,,,,,
5953.93,14,5410.32,21.32,20.68,18.39,18.69,57.75,,,,,,,,,,,,
5955.96,10.55,5412.35,16.06,21.49,20.47,16.93,57.75,,,,,,,,,,,,
5957.98,11.69,5414.37,17.80,20.56,23.29,22.67,57.75,,,,,,,,,,,,
5959.97,18.08,5416.36,27.53,19.00,21.48,26.04,57.75,,,,,,,,,,,,
5961.97,16.12,5418.36,24.55,15.02,16.15,18.45,57.75,,,,,,,,,,,,
5963.96,8.11,5420.35,12.35,12.03,11.84,11.95,57.75,,,,,,,,,,,,
5965.95,7.59,5422.34,11.56,12.73,11.92,11.59,57.75,,,,,,,,,,,,
5967.94,7.63,5424.33,11.62,14.19,13.12,12.10,57.75,,,,,,,,,,,,
5969.94,8.26,5426.33,12.58,18.97,15.05,13.86,57.75,,,,,,,,,,,,
5971.93,9.95,5428.32,15.15,20.67,21.10,16.29,57.75,,,,,,,,,,,,
5973.92,11.44,5430.31,17.42,25.71,22.51,24.08,57.75,,,,,,,,,,,,
5975.91,20.19,5432.30,30.74,27.89,28.47,25.05,57.75,,,,,,,,,,,,
5977.9,12.71,5434.29,19.35,26.18,26.94,27.34,57.75,,,,,,,,,,,,
5979.9,23.2,5436.29,35.33,25.12,28.45,30.74,57.75,,,,,,,,,,,,
5981.89,17.17,5438.28,26.14,22.66,21.72,25.02,57.75,,,,,,,,,,,,
5983.88,15.69,5440.27,23.89,19.38,21.50,19.51,57.75,,,,,,,,,,,,
5985.87,9.94,5442.26,15.14,18.67,17.87,20.31,57.75,,,,,,,,,,,,
5987.87,16.73,5444.26,25.47,18.89,19.85,19.24,57.75,,,,,,,,,,,,
5989.86,8.54,5446.25,13.00,19.99,16.69,17.03,57.75,,,,,,,,,,,,
5991.85,13.83,5448.24,21.06,24.42,22.32,18.54,57.75,,,,,,,,,,,,
5993.84,10.52,5450.23,16.02,26.00,25.54,22.95,57.75,,,,,,,,,,,,
5995.83,19.63,5452.22,29.89,31.28,29.32,30.29,57.75,,,,,,,,,,,,
5997.83,20.16,5454.22,30.70,32.53,31.74,29.04,57.75,,,,,,,,,,,,
5999.82,17.98,5456.21,27.38,29.97,33.14,32.26,57.75,,,,,,,,,,,,
6001.81,24.39,5458.20,37.14,28.62,30.84,36.03,57.75,,,,,,,,,,,,
6003.8,22.93,5460.19,34.92,23.09,25.78,27.69,57.75,,,,,,,,,,,,
6005.8,13.44,5462.19,20.47,18.92,19.15,21.22,57.75,,,,,,,,,,,,
6007.79,14.43,5464.18,21.97,17.86,18.40,18.49,57.75,,,,,,,,,,,,
6009.79,9.85,5466.18,15.00,16.73,16.49,16.61,57.75,,,,,,,,,,,,
6011.79,11.97,5468.18,18.23,15.20,17.31,17.24,57.75,,,,,,,,,,,,
6013.79,10.67,5470.18,16.25,16.06,14.19,16.86,57.75,,,,,,,,,,,,
6015.79,11.47,5472.18,17.47,15.65,16.00,13.16,57.75,,,,,,,,,,,,
6017.8,5.81,5474.19,8.85,18.75,15.04,15.27,57.75,,,,,,,,,,,,
6019.8,14.25,5476.19,21.70,21.97,22.05,18.14,57.75,,,,,,,,,,,,
6021.8,9.58,5478.19,14.59,21.66,22.06,22.22,57.75,,,,,,,,,,,,
6023.8,19.61,5480.19,29.86,22.07,24.01,25.80,57.75,,,,,,,,,,,,
6025.81,14.28,5482.20,21.74,19.35,19.48,21.09,57.75,,,,,,,,,,,,
6027.81,13.42,5484.20,20.43,17.52,18.56,18.34,57.75,,,,,,,,,,,,
6029.81,10.67,5486.20,16.25,16.09,16.55,17.62,57.75,,,,,,,,,,,,
6031.81,12.47,5488.20,18.99,15.43,16.03,16.70,57.75,,,,,,,,,,,,
6033.81,9.47,5490.20,14.42,15.63,14.24,14.56,57.75,,,,,,,,,,,,
6035.82,9.65,5492.21,14.69,15.97,16.03,14.15,57.75,,,,,,,,,,,,
6037.82,8.94,5494.21,13.61,16.78,16.40,16.70,57.75,,,,,,,,,,,,
6039.82,13,5496.21,19.80,17.67,17.84,17.79,57.75,,,,,,,,,,,,
6041.82,10.37,5498.21,15.79,18.18,16.96,16.86,57.75,,,,,,,,,,,,
6043.82,11.77,5500.21,17.92,18.93,18.98,17.55,57.75,,,,,,,,,,,,
6045.83,11.28,5502.22,17.18,21.48,19.27,19.51,57.75,,,,,,,,,,,,
6047.83,14.34,5504.22,21.84,24.84,22.91,20.31,57.75,,,,,,,,,,,,
6049.83,12.34,5506.22,18.79,24.60,25.85,23.45,57.75,,,,,,,,,,,,
6051.83,18.46,5508.22,28.11,23.33,26.53,29.37,57.75,,,,,,,,,,,,
6053.84,20.12,5510.23,30.64,26.84,21.74,25.74,57.75,,,,,,,,,,,,
6055.84,13.69,5512.23,20.85,22.89,25.58,17.29,57.75,,,,,,,,,,,,
6057.84,9.02,5514.23,13.73,23.21,23.57,27.94,57.75,,,,,,,,,,,,
6059.86,27.68,5516.25,42.15,24.65,26.36,28.49,57.75,,,,,,,,,,,,
6061.88,9.74,5518.27,14.83,17.41,18.82,18.47,57.75,,,,,,,,,,,,
6063.89,14.52,5520.28,22.11,19.25,18.27,20.81,57.75,,,,,,,,,,,,
6065.91,12.81,5522.30,19.51,18.32,18.30,16.35,57.75,,,,,,,,,,,,
6067.92,8.67,5524.31,13.20,19.33,17.92,17.70,57.75,,,,,,,,,,,,
6069.94,14.58,5526.33,22.20,22.17,21.37,20.28,57.75,,,,,,,,,,,,
6071.96,12.06,5528.35,18.36,21.46,22.16,20.96,57.75,,,,,,,,,,,,
6073.97,15.47,5530.36,23.56,23.45,22.49,24.06,57.75,,,,,,,,,,,,
6075.99,16.13,5532.38,24.56,20.43,23.41,21.96,57.75,,,,,,,,,,,,
6078.01,12.71,5534.40,19.35,18.45,19.05,22.83,57.75,,,,,,,,,,,,
6080.02,17.28,5536.41,26.31,16.56,18.15,18.90,57.75,,,,,,,,,,,,
6082.04,7.54,5538.43,11.48,14.54,13.31,14.06,57.75,,,,,,,,,,,,
6084.06,10.93,5540.45,16.64,16.21,15.56,14.22,57.75,,,,,,,,,,,,
6086.07,7.75,5542.46,11.80,17.09,16.07,15.02,57.75,,,,,,,,,,,,
6088.09,11.98,5544.48,18.24,19.80,18.85,18.20,57.75,,,,,,,,,,,,
