x (mm),Ic(A),Adjusted x(mm),Ic Calibrated (A),4 Reading Running Avg,3 Reading Running Avg,2 Reading Running Avg,30 % drop line,,,,,,,,,,,,
3032.46,56.37,2488.85,85.83,81.78,83.71,82.76,57.75,,,,,,,,,,,,
3034.44,52.33,2490.83,79.68,81.70,80.43,82.64,57.75,,,,,,,,,,,,
3036.42,56.22,2492.81,85.61,81.55,82.37,80.81,57.75,,,,,,,,,,,,
3038.41,49.92,2494.80,76.01,82.25,80.20,80.75,57.75,,,,,,,,,,,,
3040.39,56.14,2496.78,85.48,82.91,84.33,82.29,57.75,,,,,,,,,,,,
3042.37,51.95,2498.76,79.10,81.75,82.05,83.75,57.75,,,,,,,,,,,,
3044.36,58.05,2500.75,88.39,81.64,82.64,83.52,57.75,,,,,,,,,,,,
3046.34,51.65,2502.73,78.65,78.97,79.38,79.76,57.75,,,,,,,,,,,,
3048.33,53.11,2504.72,80.87,80.39,79.08,79.75,57.75,,,,,,,,,,,,
3050.31,51.64,2506.70,78.63,81.06,80.23,78.18,57.75,,,,,,,,,,,,
3052.29,51.05,2508.68,77.73,84.75,81.87,81.03,57.75,,,,,,,,,,,,
3054.28,55.38,2510.67,84.33,84.47,87.09,83.94,57.75,,,,,,,,,,,,
3056.26,54.87,2512.65,83.55,85.35,84.52,88.48,57.75,,,,,,,,,,,,
3058.24,61.34,2514.63,93.40,85.69,85.95,85.00,57.75,,,,,,,,,,,,
3060.23,50.31,2516.62,76.61,83.68,83.12,82.22,57.75,,,,,,,,,,,,
3062.21,57.68,2518.60,87.83,85.41,86.04,86.38,57.75,,,,,,,,,,,,
3064.2,55.77,2520.59,84.92,83.32,84.61,85.15,57.75,,,,,,,,,,,,
3066.19,56.07,2522.58,85.38,83.39,82.78,84.45,57.75,,,,,,,,,,,,
3068.17,54.85,2524.56,83.52,82.76,82.73,81.49,57.75,,,,,,,,,,,,
3070.16,52.18,2526.55,79.45,81.21,82.51,82.34,57.75,,,,,,,,,,,,
3072.15,55.97,2528.54,85.23,82.03,81.79,84.03,57.75,,,,,,,,,,,,
3074.14,54.4,2530.53,82.84,80.62,80.96,80.07,57.75,,,,,,,,,,,,
3076.13,50.77,2532.52,77.31,77.98,79.88,80.03,57.75,,,,,,,,,,,,
3078.11,54.34,2534.50,82.74,78.72,78.21,81.16,57.75,,,,,,,,,,,,
3080.1,52.26,2536.49,79.58,77.98,77.38,75.94,57.75,,,,,,,,,,,,
3082.09,47.48,2538.48,72.30,77.72,77.45,76.28,57.75,,,,,,,,,,,,
3084.08,52.71,2540.47,80.26,79.10,79.52,80.03,57.75,,,,,,,,,,,,
3086.06,52.4,2542.45,79.79,80.68,78.72,79.15,57.75,,,,,,,,,,,,
3088.05,51.56,2544.44,78.51,82.22,80.98,78.18,57.75,,,,,,,,,,,,
3090.04,51.13,2546.43,77.86,84.28,83.45,82.22,57.75,,,,,,,,,,,,
3092.03,56.86,2548.42,86.58,86.03,86.42,86.25,57.75,,,,,,,,,,,,
3094.01,56.43,2550.40,85.93,85.72,85.84,86.34,57.75,,,,,,,,,,,,
3096,56.98,2552.39,86.76,84.72,85.66,85.80,57.75,,,,,,,,,,,,
3097.99,55.71,2554.38,84.83,84.86,84.04,85.10,57.75,,,,,,,,,,,,
3099.98,56.07,2556.37,85.38,84.80,84.87,83.64,57.75,,,,,,,,,,,,
3101.97,53.79,2558.36,81.91,84.96,84.61,84.62,57.75,,,,,,,,,,,,
3103.95,57.35,2560.34,87.33,84.94,85.98,85.96,57.75,,,,,,,,,,,,
3105.94,55.56,2562.33,84.60,83.92,84.14,85.31,57.75,,,,,,,,,,,,
3107.93,56.49,2564.32,86.02,85.12,83.69,83.92,57.75,,,,,,,,,,,,
3109.92,53.73,2566.31,81.81,84.68,84.82,82.52,57.75,,,,,,,,,,,,
3111.9,54.66,2568.29,83.23,86.26,85.64,86.32,57.75,,,,,,,,,,,,
3113.89,58.72,2570.28,89.41,85.68,87.27,86.84,57.75,,,,,,,,,,,,
3115.88,55.34,2572.27,84.27,84.47,84.44,86.19,57.75,,,,,,,,,,,,
3117.86,57.87,2574.25,88.12,83.67,84.54,84.53,57.75,,,,,,,,,,,,
3119.85,53.15,2576.24,80.93,84.79,82.19,82.74,57.75,,,,,,,,,,,,
3121.83,55.53,2578.22,84.56,86.15,86.07,82.82,57.75,,,,,,,,,,,,
3123.82,53.25,2580.21,81.08,85.77,86.69,86.83,57.75,,,,,,,,,,,,
3125.81,60.8,2582.20,92.58,86.26,87.33,89.49,57.75,,,,,,,,,,,,
3127.79,56.74,2584.18,86.40,83.98,84.16,84.70,57.75,,,,,,,,,,,,
3129.78,54.51,2586.17,83.00,83.11,83.18,83.04,57.75,,,,,,,,,,,,
3131.76,54.56,2588.15,83.08,83.08,83.15,83.26,57.75,,,,,,,,,,,,
3133.75,54.8,2590.14,83.44,85.35,83.08,83.19,57.75,,,,,,,,,,,,
3135.74,54.46,2592.13,82.93,85.26,85.98,82.90,57.75,,,,,,,,,,,,
3137.72,54.43,2594.11,82.88,89.39,86.03,87.51,57.75,,,,,,,,,,,,
3139.71,60.51,2596.10,92.14,90.18,91.57,87.61,57.75,,,,,,,,,,,,
3141.69,54.56,2598.08,83.08,86.97,89.52,91.28,57.75,,,,,,,,,,,,
3143.68,65.33,2600.07,99.48,87.74,88.27,92.75,57.75,,,,,,,,,,,,
3145.67,56.49,2602.06,86.02,86.11,83.83,82.67,57.75,,,,,,,,,,,,
3147.65,52.09,2604.04,79.32,86.23,86.13,82.74,57.75,,,,,,,,,,,,
3149.64,56.58,2606.03,86.15,89.12,88.54,89.54,57.75,,,,,,,,,,,,
3151.63,61.03,2608.02,92.93,90.03,90.11,89.73,57.75,,,,,,,,,,,,
3153.61,56.83,2610.00,86.54,87.85,89.06,88.71,57.75,,,,,,,,,,,,
3155.6,59.68,2611.99,90.87,86.34,88.29,90.32,57.75,,,,,,,,,,,,
3157.58,58.95,2613.97,89.76,85.38,84.82,87.00,57.75,,,,,,,,,,,,
3159.57,55.32,2615.96,84.24,83.39,83.92,82.36,57.75,,,,,,,,,,,,
3161.56,52.85,2617.95,80.47,83.13,83.10,83.76,57.75,,,,,,,,,,,,
3163.57,57.16,2619.96,87.04,84.57,84.02,84.42,57.75,,,,,,,,,,,,
3165.57,53.72,2621.96,81.80,83.90,83.75,82.51,57.75,,,,,,,,,,,,
3167.57,54.65,2623.96,83.22,84.08,84.60,84.72,57.75,,,,,,,,,,,,
3169.58,56.63,2625.97,86.23,84.41,84.37,85.29,57.75,,,,,,,,,,,,
3171.58,55.4,2627.97,84.36,84.77,83.81,83.44,57.75,,,,,,,,,,,,
3173.59,54.19,2629.98,82.52,84.64,84.91,83.54,57.75,,,,,,,,,,,,
3175.59,55.53,2631.98,84.56,85.07,85.34,86.10,57.75,,,,,,,,,,,,
3177.6,57.56,2633.99,87.65,84.82,85.24,85.74,57.75,,,,,,,,,,,,
3179.6,55.05,2635.99,83.82,84.03,83.88,84.04,57.75,,,,,,,,,,,,
3181.6,55.33,2637.99,84.25,84.24,84.10,83.91,57.75,,,,,,,,,,,,
3183.61,54.88,2640.00,83.57,85.46,84.23,84.03,57.75,,,,,,,,,,,,
3185.61,55.49,2642.00,84.49,85.86,86.09,84.56,57.75,,,,,,,,,,,,
3187.62,55.58,2644.01,84.63,85.38,86.31,86.89,57.75,,,,,,,,,,,,
3189.62,58.54,2646.01,89.14,84.97,85.63,87.15,57.75,,,,,,,,,,,,
3191.63,55.93,2648.02,85.16,85.84,83.58,83.88,57.75,,,,,,,,,,,,
3193.63,54.24,2650.02,82.59,83.89,86.07,82.78,57.75,,,,,,,,,,,,
3195.64,54.49,2652.03,82.97,85.23,84.32,87.81,57.75,,,,,,,,,,,,
3197.64,60.84,2654.03,92.64,84.94,85.98,84.99,57.75,,,,,,,,,,,,
3199.64,50.79,2656.03,77.34,82.23,82.38,82.64,57.75,,,,,,,,,,,,
3201.65,57.76,2658.04,87.95,83.63,83.86,84.90,57.75,,,,,,,,,,,,
3203.65,53.75,2660.04,81.85,82.80,82.19,81.81,57.75,,,,,,,,,,,,
3205.66,53.7,2662.05,81.77,82.64,83.12,82.36,57.75,,,,,,,,,,,,
3207.66,54.47,2664.05,82.94,82.60,82.93,83.79,57.75,,,,,,,,,,,,
3209.67,55.59,2666.06,84.65,81.62,82.48,82.93,57.75,,,,,,,,,,,,
3211.67,53.33,2668.06,81.21,80.03,80.62,81.40,57.75,,,,,,,,,,,,
3213.65,53.59,2670.04,81.60,80.31,79.63,80.32,57.75,,,,,,,,,,,,
3215.63,51.91,2672.02,79.04,79.64,79.88,78.65,57.75,,,,,,,,,,,,
3217.6,51.39,2673.99,78.25,79.95,79.84,80.30,57.75,,,,,,,,,,,,
3219.58,54.08,2675.97,82.35,80.24,80.51,80.63,57.75,,,,,,,,,,,,
3221.55,51.82,2677.94,78.91,81.32,79.54,79.59,57.75,,,,,,,,,,,,
3223.53,52.72,2679.92,80.28,81.79,82.13,79.86,57.75,,,,,,,,,,,,
3225.51,52.17,2681.90,79.44,83.40,82.30,83.06,57.75,,,,,,,,,,,,
3227.48,56.92,2683.87,86.67,85.14,84.72,83.73,57.75,,,,,,,,,,,,
3229.46,53.05,2685.85,80.78,85.09,84.63,83.75,57.75,,,,,,,,,,,,
3231.43,56.95,2687.82,86.72,84.54,86.53,86.56,57.75,,,,,,,,,,,,
3233.41,56.74,2689.80,86.40,85.04,83.81,86.43,57.75,,,,,,,,,,,,
3235.38,56.78,2691.77,86.46,84.75,84.59,82.52,57.75,,,,,,,,,,,,
3237.36,51.61,2693.75,78.59,83.19,84.18,83.66,57.75,,,,,,,,,,,,
3239.33,58.27,2695.72,88.73,85.18,84.72,86.97,57.75,,,,,,,,,,,,
3241.31,55.96,2697.70,85.21,83.87,83.99,82.72,57.75,,,,,,,,,,,,
3243.29,52.69,2699.68,80.23,83.04,83.42,83.38,57.75,,,,,,,,,,,,
3245.26,56.83,2701.65,86.54,84.91,83.98,85.02,57.75,,,,,,,,,,,,
3247.24,54.84,2703.63,83.51,83.86,84.36,82.71,57.75,,,,,,,,,,,,
3249.21,53.79,2705.60,81.91,84.16,83.97,84.79,57.75,,,,,,,,,,,,
3251.19,57.58,2707.58,87.68,84.45,84.92,85.00,57.75,,,,,,,,,,,,
3253.16,54.07,2709.55,82.33,82.37,83.37,83.54,57.75,,,,,,,,,,,,
3255.14,55.65,2711.53,84.74,81.48,82.38,83.89,57.75,,,,,,,,,,,,
3257.11,54.54,2713.50,83.05,81.51,80.39,81.20,57.75,,,,,,,,,,,,
3259.09,52.11,2715.48,79.35,82.10,81.00,79.07,57.75,,,,,,,,,,,,
3261.07,51.74,2717.46,78.78,85.31,83.02,81.83,57.75,,,,,,,,,,,,
3263.05,55.74,2719.44,84.88,86.98,87.48,85.14,57.75,,,,,,,,,,,,
3265.04,56.09,2721.43,85.41,86.82,87.68,88.79,57.75,,,,,,,,,,,,
3267.03,60.53,2723.42,92.17,86.57,87.29,88.81,57.75,,,,,,,,,,,,
3269.01,56.12,2725.40,85.45,83.61,84.70,84.85,57.75,,,,,,,,,,,,
3271,55.32,2727.39,84.24,85.88,82.99,84.32,57.75,,,,,,,,,,,,
3272.98,55.43,2729.37,84.40,84.54,86.42,82.37,57.75,,,,,,,,,,,,
3274.97,52.76,2731.36,80.34,85.76,84.59,87.43,57.75,,,,,,,,,,,,
3276.96,62.08,2733.35,94.53,86.15,87.57,86.71,57.75,,,,,,,,,,,,
3278.94,51.81,2735.33,78.89,83.08,83.36,84.08,57.75,,,,,,,,,,,,
3280.93,58.63,2737.32,89.28,84.81,84.47,85.59,57.75,,,,,,,,,,,,
3282.92,53.79,2739.31,81.91,84.79,83.32,82.07,57.75,,,,,,,,,,,,
3284.9,54.01,2741.29,82.24,88.50,85.75,84.02,57.75,,,,,,,,,,,,
3286.89,56.35,2743.28,85.80,89.56,90.59,87.51,57.75,,,,,,,,,,,,
3288.88,58.59,2745.27,89.22,89.85,90.81,92.98,57.75,,,,,,,,,,,,
3290.86,63.53,2747.25,96.74,89.14,90.06,91.61,57.75,,,,,,,,,,,,
3292.85,56.8,2749.24,86.49,86.75,86.61,86.72,57.75,,,,,,,,,,,,
3294.83,57.1,2751.22,86.95,85.42,86.84,86.67,57.75,,,,,,,,,,,,
3296.82,56.74,2753.21,86.40,84.15,84.91,86.79,57.75,,,,,,,,,,,,
3298.81,57.25,2755.20,87.17,82.04,83.40,84.16,57.75,,,,,,,,,,,,
3300.79,53.29,2757.18,81.14,79.96,80.33,81.52,57.75,,,,,,,,,,,,
3302.78,53.78,2759.17,81.89,78.70,79.57,79.92,57.75,,,,,,,,,,,,
3304.77,51.19,2761.16,77.95,79.16,77.64,78.41,57.75,,,,,,,,,,,,
3306.75,51.8,2763.14,78.88,81.55,79.56,77.48,57.75,,,,,,,,,,,,
3308.74,49.97,2765.13,76.09,82.12,82.44,79.90,57.75,,,,,,,,,,,,
3310.73,54.98,2767.12,83.72,82.30,84.12,85.62,57.75,,,,,,,,,,,,
3312.72,57.48,2769.11,87.53,83.38,81.83,84.33,57.75,,,,,,,,,,,,
3314.71,53.28,2771.10,81.13,82.82,82.00,78.98,57.75,,,,,,,,,,,,
3316.71,50.45,2773.10,76.82,83.98,83.38,82.43,57.75,,,,,,,,,,,,
3318.7,57.82,2775.09,88.04,84.61,86.37,86.66,57.75,,,,,,,,,,,,
3320.69,56.01,2777.08,85.29,83.73,83.46,85.53,57.75,,,,,,,,,,,,
3322.69,56.33,2779.08,85.77,84.31,83.21,82.55,57.75,,,,,,,,,,,,
3324.68,52.1,2781.07,79.33,83.91,83.82,81.92,57.75,,,,,,,,,,,,
3326.67,55.5,2783.06,84.51,85.86,85.44,86.06,57.75,,,,,,,,,,,,
3328.67,57.54,2785.06,87.62,85.65,86.31,85.90,57.75,,,,,,,,,,,,
3330.66,55.29,2787.05,84.19,84.52,85.00,85.66,57.75,,,,,,,,,,,,
3332.65,57.22,2789.04,87.13,85.87,84.63,85.40,57.75,,,,,,,,,,,,
3334.65,54.95,2791.04,83.67,85.25,85.45,83.38,57.75,,,,,,,,,,,,
3336.64,54.56,2793.03,83.08,85.23,85.78,86.34,57.75,,,,,,,,,,,,
3338.63,58.85,2795.02,89.61,83.71,85.94,87.13,57.75,,,,,,,,,,,,
3340.63,55.59,2797.02,84.65,81.80,81.75,84.11,57.75,,,,,,,,,,,,
3342.62,54.88,2799.01,83.57,80.31,80.85,80.30,57.75,,,,,,,,,,,,
3344.61,50.59,2801.00,77.03,78.57,79.22,79.49,57.75,,,,,,,,,,,,
3346.61,53.81,2803.00,81.94,80.05,79.08,80.32,57.75,,,,,,,,,,,,
3348.6,51.68,2804.99,78.69,79.80,79.42,77.65,57.75,,,,,,,,,,,,
3350.59,50.31,2806.98,76.61,80.11,80.17,79.79,57.75,,,,,,,,,,,,
3352.59,54.49,2808.98,82.97,81.69,81.27,81.95,57.75,,,,,,,,,,,,
3354.58,53.15,2810.97,80.93,81.33,81.27,80.42,57.75,,,,,,,,,,,,
3356.57,52.48,2812.96,79.91,82.83,81.46,81.43,57.75,,,,,,,,,,,,
3358.57,54.48,2814.96,82.96,83.32,83.80,82.23,57.75,,,,,,,,,,,,
3360.56,53.53,2816.95,81.51,84.17,83.44,84.23,57.75,,,,,,,,,,,,
3362.54,57.1,2818.93,86.95,84.39,85.06,84.40,57.75,,,,,,,,,,,,
3364.53,53.76,2820.92,81.86,83.43,83.54,84.11,57.75,,,,,,,,,,,,
3366.51,56.72,2822.90,86.37,83.35,83.95,84.38,57.75,,,,,,,,,,,,
3368.49,54.11,2824.88,82.39,81.96,82.34,82.74,57.75,,,,,,,,,,,,
3370.48,54.57,2826.87,83.09,81.97,81.81,82.32,57.75,,,,,,,,,,,,
3372.46,53.55,2828.85,81.54,80.91,81.60,81.17,57.75,,,,,,,,,,,,
3374.45,53.06,2830.84,80.79,81.70,80.70,81.63,57.75,,,,,,,,,,,,
3376.43,54.16,2832.82,82.47,81.91,82.01,80.65,57.75,,,,,,,,,,,,
3378.41,51.77,2834.80,78.83,83.13,81.73,81.78,57.75,,,,,,,,,,,,
3380.4,55.64,2836.79,84.72,84.40,84.56,83.18,57.75,,,,,,,,,,,,
3382.38,53.61,2838.77,81.63,82.84,84.30,84.48,57.75,,,,,,,,,,,,
3384.37,57.35,2840.76,87.33,84.20,83.25,85.63,57.75,,,,,,,,,,,,
3386.35,55.12,2842.74,83.93,83.36,83.16,81.21,57.75,,,,,,,,,,,,
3388.33,51.54,2844.72,78.48,81.72,83.17,82.77,57.75,,,,,,,,,,,,
3390.32,57.18,2846.71,87.07,82.96,82.80,85.51,57.75,,,,,,,,,,,,
3392.3,55.13,2848.69,83.95,83.28,81.60,80.67,57.75,,,,,,,,,,,,
3394.29,50.82,2850.68,77.38,83.20,83.05,80.42,57.75,,,,,,,,,,,,
3396.27,54.81,2852.66,83.46,85.45,85.14,85.89,57.75,,,,,,,,,,,,
3398.25,58,2854.64,88.32,83.93,86.11,85.98,57.75,,,,,,,,,,,,
3400.24,54.93,2856.63,83.64,84.34,82.47,85.01,57.75,,,,,,,,,,,,
3402.22,56.73,2858.61,86.38,83.03,84.58,81.88,57.75,,,,,,,,,,,,
3404.21,50.82,2860.60,77.38,81.22,81.91,83.67,57.75,,,,,,,,,,,,
3406.19,59.08,2862.58,89.96,82.77,82.51,84.17,57.75,,,,,,,,,,,,
3408.17,51.47,2864.56,78.37,79.75,80.38,78.78,57.75,,,,,,,,,,,,
3410.16,52,2866.55,79.18,80.45,80.21,81.38,57.75,,,,,,,,,,,,
3412.16,54.89,2868.55,83.58,79.65,80.88,80.73,57.75,,,,,,,,,,,,
3414.17,51.14,2870.56,77.87,80.50,78.34,79.52,57.75,,,,,,,,,,,,
3416.18,53.31,2872.57,81.18,82.71,81.38,78.57,57.75,,,,,,,,,,,,
3418.19,49.89,2874.58,75.97,84.37,83.22,81.48,57.75,,,,,,,,,,,,
3420.2,57.13,2876.59,86.99,85.58,87.17,86.84,57.75,,,,,,,,,,,,
3422.2,56.93,2878.59,86.69,85.66,85.11,87.26,57.75,,,,,,,,,,,,
3424.21,57.68,2880.60,87.83,85.03,85.32,84.32,57.75,,,,,,,,,,,,
3426.22,53.07,2882.61,80.81,84.84,84.10,84.07,57.75,,,,,,,,,,,,
3428.23,57.35,2884.62,87.33,84.82,86.18,85.74,57.75,,,,,,,,,,,,
3430.24,55.27,2886.63,84.16,85.66,83.98,85.61,57.75,,,,,,,,,,,,
3432.25,57.17,2888.64,87.05,85.14,86.16,83.89,57.75,,,,,,,,,,,,
3434.26,53.02,2890.65,80.73,81.69,84.50,85.71,57.75,,,,,,,,,,,,
3436.27,59.56,2892.66,90.69,81.13,82.00,86.38,57.75,,,,,,,,,,,,
3438.28,53.9,2894.67,82.07,77.03,77.94,77.66,57.75,,,,,,,,,,,,
3440.28,48.1,2896.67,73.24,78.48,75.35,75.87,57.75,,,,,,,,,,,,
3442.29,51.55,2898.68,78.50,80.47,80.23,76.41,57.75,,,,,,,,,,,,
3444.3,48.81,2900.69,74.32,80.97,81.13,81.10,57.75,,,,,,,,,,,,
3446.31,57.71,2902.70,87.88,82.12,83.18,84.53,57.75,,,,,,,,,,,,
3448.32,53.32,2904.71,81.19,79.79,80.21,80.83,57.75,,,,,,,,,,,,
3450.33,52.85,2906.72,80.47,78.51,79.32,79.71,57.75,,,,,,,,,,,,
3452.34,51.85,2908.73,78.95,79.68,77.85,78.74,57.75,,,,,,,,,,,,
3454.35,51.57,2910.74,78.53,79.82,79.92,77.30,57.75,,,,,,,,,,,,
3456.35,49.96,2912.74,76.07,80.74,80.25,80.61,57.75,,,,,,,,,,,,
3458.36,55.92,2914.75,85.15,82.15,82.30,82.34,57.75,,,,,,,,,,,,
3460.36,52.23,2916.75,79.53,82.49,81.14,80.87,57.75,,,,,,,,,,,,
3462.34,53.99,2918.73,82.21,84.10,83.48,81.95,57.75,,,,,,,,,,,,
3464.31,53.65,2920.70,81.69,84.32,84.73,84.11,57.75,,,,,,,,,,,,
3466.28,56.83,2922.67,86.54,83.60,85.19,86.25,57.75,,,,,,,,,,,,
3468.26,56.46,2924.65,85.97,81.14,82.62,84.52,57.75,,,,,,,,,,,,
3470.23,54.55,2926.62,83.06,79.29,79.53,80.95,57.75,,,,,,,,,,,,
3472.21,51.77,2928.60,78.83,81.57,78.03,77.76,57.75,,,,,,,,,,,,
3474.18,50.36,2930.57,76.68,82.21,82.48,77.63,57.75,,,,,,,,,,,,
3476.15,51.6,2932.54,78.57,83.97,84.05,85.39,57.75,,,,,,,,,,,,
3478.13,60.55,2934.52,92.20,83.71,85.77,86.79,57.75,,,,,,,,,,,,
3480.1,53.45,2936.49,81.39,81.67,80.88,82.56,57.75,,,,,,,,,,,,
3482.07,54.99,2938.46,83.73,82.82,81.76,80.63,57.75,,,,,,,,,,,,
3484.05,50.91,2940.44,77.52,82.48,82.52,80.77,57.75,,,,,,,,,,,,
3486.02,55.18,2942.41,84.02,87.29,84.13,85.02,57.75,,,,,,,,,,,,
3487.99,56.49,2944.38,86.02,85.03,88.38,84.18,57.75,,,,,,,,,,,,
3489.97,54.08,2946.36,82.35,83.71,84.70,89.57,57.75,,,,,,,,,,,,
3491.94,63.56,2948.33,96.78,84.67,84.16,85.88,57.75,,,,,,,,,,,,
3493.92,49.24,2950.31,74.98,82.26,80.63,77.85,57.75,,,,,,,,,,,,
3495.89,53.01,2952.28,80.72,83.46,84.68,83.46,57.75,,,,,,,,,,,,
3497.86,56.61,2954.25,86.20,84.70,84.38,86.66,57.75,,,,,,,,,,,,
3499.84,57.22,2956.23,87.13,86.05,84.21,83.47,57.75,,,,,,,,,,,,
3501.81,52.41,2958.20,79.80,86.52,85.69,82.74,57.75,,,,,,,,,,,,
3503.78,56.27,2960.17,85.68,87.96,88.76,88.63,57.75,,,,,,,,,,,,
3505.76,60.14,2962.15,91.58,89.93,88.72,90.30,57.75,,,,,,,,,,,,
3507.73,58.47,2964.12,89.03,89.16,89.38,87.30,57.75,,,,,,,,,,,,
3509.71,56.19,2966.10,85.56,88.69,89.21,89.55,57.75,,,,,,,,,,,,
3511.7,61.43,2968.09,93.54,88.29,89.73,91.03,57.75,,,,,,,,,,,,
3513.69,58.13,2970.08,88.51,87.94,86.54,87.83,57.75,,,,,,,,,,,,
3515.69,57.23,2972.08,87.14,90.05,87.75,85.55,57.75,,,,,,,,,,,,
3517.68,55.13,2974.07,83.95,90.64,91.01,88.05,57.75,,,,,,,,,,,,
3519.67,60.52,2976.06,92.15,91.10,92.86,94.54,57.75,,,,,,,,,,,,
3521.66,63.66,2978.05,96.94,87.81,90.74,93.22,57.75,,,,,,,,,,,,
3523.66,58.78,2980.05,89.50,83.78,84.76,87.65,57.75,,,,,,,,,,,,
3525.65,56.34,2982.04,85.79,82.02,81.87,82.39,57.75,,,,,,,,,,,,
3527.64,51.88,2984.03,79.00,79.38,80.76,79.91,57.75,,,,,,,,,,,,
3529.63,53.08,2986.02,80.83,79.34,79.51,81.65,57.75,,,,,,,,,,,,
3531.63,54.16,2988.02,82.47,81.02,78.85,78.85,57.75,,,,,,,,,,,,
3533.62,49.4,2990.01,75.22,81.09,80.53,77.04,57.75,,,,,,,,,,,,
3535.61,51.79,2992.00,78.86,83.25,83.05,83.19,57.75,,,,,,,,,,,,
3537.6,57.47,2993.99,87.51,86.15,84.72,85.14,57.75,,,,,,,,,,,,
3539.6,54.36,2995.99,82.77,86.41,85.70,83.32,57.75,,,,,,,,,,,,
3541.59,55.08,2997.98,83.87,87.96,87.62,87.16,57.75,,,,,,,,,,,,
3543.58,59.4,2999.97,90.45,87.57,89.33,89.50,57.75,,,,,,,,,,,,
3545.57,58.15,3001.96,88.55,86.51,86.61,88.77,57.75,,,,,,,,,,,,
3547.57,58.44,3003.96,88.99,86.23,85.83,85.64,57.75,,,,,,,,,,,,
3549.56,54.04,3005.95,82.29,84.37,85.32,84.25,57.75,,,,,,,,,,,,
3551.55,56.62,3007.94,86.22,82.60,85.07,86.83,57.75,,,,,,,,,,,,
3553.54,57.43,3009.93,87.45,82.20,81.40,84.49,57.75,,,,,,,,,,,,
3555.54,53.55,3011.93,81.54,81.87,80.45,78.37,57.75,,,,,,,,,,,,
3557.53,49.39,3013.92,75.21,84.13,81.98,79.90,57.75,,,,,,,,,,,,
3559.52,55.56,3015.91,84.60,86.82,87.10,85.36,57.75,,,,,,,,,,,,
3561.52,56.56,3017.91,86.12,84.38,87.56,88.35,57.75,,,,,,,,,,,,
3563.51,59.49,3019.90,90.59,81.60,83.80,88.28,57.75,,,,,,,,,,,,
3565.51,56.46,3021.90,85.97,81.13,78.60,80.41,57.75,,,,,,,,,,,,
3567.5,49.15,3023.89,74.84,80.42,79.52,74.92,57.75,,,,,,,,,,,,
3569.5,49.25,3025.89,74.99,82.61,82.28,81.86,57.75,,,,,,,,,,,,
3571.49,58.27,3027.88,88.73,84.21,85.15,85.92,57.75,,,,,,,,,,,,
3573.49,54.58,3029.88,83.11,81.51,82.71,83.36,57.75,,,,,,,,,,,,
3575.48,54.91,3031.87,83.61,80.84,80.98,82.51,57.75,,,,,,,,,,,,
3577.48,53.46,3033.87,81.40,81.66,79.91,79.67,57.75,,,,,,,,,,,,
3579.47,51.18,3035.86,77.93,82.43,81.74,79.17,57.75,,,,,,,,,,,,
3581.47,52.8,3037.86,80.40,82.67,83.93,83.65,57.75,,,,,,,,,,,,
3583.46,57.07,3039.85,86.90,85.52,83.43,85.70,57.75,,,,,,,,,,,,
3585.46,55.49,3041.85,84.49,83.84,85.06,81.69,57.75,,,,,,,,,,,,
3587.45,51.81,3043.84,78.89,84.31,83.62,85.34,57.75,,,,,,,,,,,,
3589.45,60.28,3045.84,91.79,84.96,86.11,85.99,57.75,,,,,,,,,,,,
3591.44,52.66,3047.83,80.19,85.17,82.68,83.28,57.75,,,,,,,,,,,,
3593.44,56.72,3049.83,86.37,83.94,86.83,83.93,57.75,,,,,,,,,,,,
3595.43,53.52,3051.82,81.50,81.14,83.13,87.06,57.75,,,,,,,,,,,,
3597.43,60.83,3053.82,92.63,80.03,81.02,83.95,57.75,,,,,,,,,,,,
3599.42,49.44,3055.81,75.28,77.40,75.84,75.22,57.75,,,,,,,,,,,,
3601.42,49.36,3057.81,75.16,79.37,78.10,76.11,57.75,,,,,,,,,,,,
3603.41,50.61,3059.80,77.06,81.05,80.78,79.57,57.75,,,,,,,,,,,,
3605.41,53.9,3061.80,82.07,81.20,82.37,82.64,57.75,,,,,,,,,,,,
3607.4,54.64,3063.79,83.20,80.97,80.91,82.52,57.75,,,,,,,,,,,,
3609.4,53.75,3065.79,81.85,80.43,80.22,79.77,57.75,,,,,,,,,,,,
3611.39,51.02,3067.78,77.69,80.83,79.96,79.41,57.75,,,,,,,,,,,,
3613.38,53.28,3069.77,81.13,79.76,81.88,81.09,57.75,,,,,,,,,,,,
3615.37,53.23,3071.76,81.05,78.74,79.30,82.25,57.75,,,,,,,,,,,,
3617.37,54.8,3073.76,83.44,78.59,77.96,78.43,57.75,,,,,,,,,,,,
3619.36,48.21,3075.75,73.41,81.41,76.97,75.22,57.75,,,,,,,,,,,,
3621.35,50.59,3077.74,77.03,82.20,84.08,78.75,57.75,,,,,,,,,,,,
3623.34,52.85,3079.73,80.47,85.69,83.93,87.60,57.75,,,,,,,,,,,,
3625.33,62.21,3081.72,94.73,84.66,87.42,85.65,57.75,,,,,,,,,,,,
3627.32,50.29,3083.71,76.58,81.99,81.31,83.77,57.75,,,,,,,,,,,,
3629.31,59.74,3085.70,90.97,83.41,83.79,83.67,57.75,,,,,,,,,,,,
3631.3,50.16,3087.69,76.38,82.58,80.90,80.20,57.75,,,,,,,,,,,,
